date,year,side,entry,candle,d30_pts,d30_close_pts,prot_pts,mae_wick_pts,mae_wick_min,mae_close_pts,mfe_wick_pts,mfe_wick_min,gap_born_min,gap_far_below_entry_pts,c_min,dep2_min,dep2_pts,dep4_min,dep4_pts,dep6_min,dep6_pts,dep8_min,dep8_pts,dep12_min,dep12_pts
2011-06-15,2011,-1,2223.2500,0.8750,-8.5000,-8.5000,-8.5000,-11.0000,23,-10.5000,0.7500,1,26.0000,10.5000,,1.0000,-2.2500,10.0000,-4.2500,12.0000,-5.2500,20.0000,-7.7500,,-8.5000
2011-06-16,2011,-1,2205.0000,1.2500,3.5000,3.5000,-0.7500,-2.2500,21,-1.7500,7.0000,28,1.0000,0.2500,8.0000,,3.5000,,3.5000,,3.5000,,3.5000,,3.5000
2011-06-17,2011,1,2216.5000,0.7500,-10.2500,-10.2500,-10.0000,-11.5000,23,-11.2500,0.5000,1,14.0000,7.0000,16.0000,1.0000,-3.0000,2.0000,-5.0000,2.0000,-5.0000,7.0000,-6.5000,16.0000,-10.0000
2011-06-20,2011,1,2186.5000,1.0000,5.7500,5.7500,0.0000,-1.2500,6,-1.0000,9.2500,23,2.0000,-0.2500,4.0000,,5.7500,,5.7500,,5.7500,,5.7500,,5.7500
2011-06-21,2011,-1,2201.7500,0.5000,-19.2500,-19.5000,-3.2500,-20.0000,30,-19.5000,3.2500,3,1.0000,2.2500,9.0000,7.0000,-1.2500,9.0000,-3.2500,9.0000,-3.2500,11.0000,-5.2500,13.0000,-6.5000
2011-06-22,2011,-1,2238.5000,0.6250,-4.7500,-4.7500,-7.0000,-8.2500,16,-7.7500,0.7500,1,21.0000,5.7500,24.0000,1.0000,-2.7500,1.0000,-2.7500,8.0000,-4.5000,10.0000,-5.7500,16.0000,-7.7500
2011-06-23,2011,-1,2204.7500,1.0000,-0.2500,-0.2500,-0.7500,-6.0000,8,-5.0000,5.2500,22,1.0000,0.5000,3.0000,4.0000,-3.2500,7.0000,-4.2500,,-0.2500,,-0.2500,,-0.2500
2011-06-24,2011,-1,2239.7500,1.0000,5.0000,5.0000,-0.7500,-3.7500,6,-2.5000,8.5000,20,1.0000,0.5000,2.0000,6.0000,-2.5000,,5.0000,,5.0000,,5.0000,,5.0000
2011-06-27,2011,1,2216.7500,0.7500,8.0000,7.7500,8.0000,-6.5000,9,-5.5000,9.0000,29,10.0000,4.7500,,1.0000,-1.5000,3.0000,-4.2500,4.0000,-5.2500,,8.0000,,8.0000
2011-06-28,2011,-1,2254.0000,0.7500,-9.0000,-9.0000,-9.2500,-10.0000,13,-9.7500,1.2500,3,28.0000,8.5000,29.0000,4.0000,-2.7500,5.0000,-5.0000,5.0000,-5.0000,10.0000,-8.5000,12.0000,-9.2500
2011-06-29,2011,-1,2283.5000,2.1250,8.0000,8.0000,8.0000,-2.2500,1,-0.7500,8.5000,30,3.0000,0.0000,,,8.0000,,8.0000,,8.0000,,8.0000,,8.0000
2011-06-30,2011,1,2301.5000,0.5000,9.2500,9.2500,9.2500,-1.2500,6,-0.2500,10.7500,30,10.0000,-1.0000,,,9.2500,,9.2500,,9.2500,,9.2500,,9.2500
2011-07-01,2011,-1,2320.0000,0.5000,-17.5000,-17.7500,-2.0000,-18.2500,30,-17.7500,3.2500,3,1.0000,1.5000,10.0000,10.0000,-2.0000,12.0000,-2.5000,18.0000,-3.7500,20.0000,-4.7500,23.0000,-6.7500
2011-07-05,2011,1,2359.7500,0.5000,0.7500,1.0000,0.7500,-3.0000,8,-2.5000,1.7500,29,30.0000,0.0000,,1.0000,-1.2500,9.0000,-2.2500,,0.7500,,0.7500,,0.7500
2011-07-06,2011,-1,2365.0000,0.7500,1.5000,1.5000,-2.7500,-5.7500,15,-5.0000,2.2500,30,1.0000,2.0000,2.0000,2.0000,-2.7500,15.0000,-5.2500,15.0000,-5.2500,,1.5000,,1.5000
2011-07-07,2011,-1,2392.5000,0.8750,-4.0000,-4.0000,-3.5000,-5.2500,20,-4.7500,1.5000,2,14.0000,1.2500,19.0000,7.0000,-2.0000,21.0000,-4.5000,,-4.0000,,-4.0000,,-4.0000
2011-07-08,2011,1,2393.7500,1.5000,-0.5000,-0.5000,-0.5000,-0.7500,1,-0.5000,5.2500,13,3.0000,0.0000,30.0000,,-0.5000,,-0.5000,,-0.5000,,-0.5000,,-0.5000
2011-07-11,2011,1,2378.7500,1.0000,7.0000,7.0000,1.7500,-0.7500,9,-0.7500,10.7500,21,3.0000,-2.0000,4.0000,,7.0000,,7.0000,,7.0000,,7.0000,,7.0000
2011-07-12,2011,-1,2359.7500,1.5000,5.2500,5.0000,5.2500,-0.2500,1,2.5000,19.5000,23,2.0000,-0.2500,,,5.2500,,5.2500,,5.2500,,5.2500,,5.2500
2011-07-13,2011,1,2361.0000,0.7500,-2.7500,-2.7500,-1.0000,-10.5000,26,-9.5000,1.0000,14,14.0000,1.0000,16.0000,5.0000,-2.0000,6.0000,-3.5000,19.0000,-5.5000,24.0000,-8.5000,25.0000,-9.5000
2011-07-14,2011,-1,2352.0000,1.0000,-13.7500,-13.7500,-3.0000,-16.2500,28,-15.5000,1.7500,4,13.0000,2.2500,15.0000,6.0000,-2.2500,9.0000,-4.0000,18.0000,-7.2500,19.0000,-9.0000,22.0000,-12.5000
2011-07-15,2011,1,2351.7500,0.7500,-3.0000,-3.2500,-3.2500,-15.0000,26,-14.0000,0.5000,1,1.0000,2.7500,4.0000,2.0000,-2.5000,4.0000,-3.2500,6.0000,-5.5000,8.0000,-7.0000,11.0000,-10.0000
2011-07-18,2011,-1,2342.2500,0.7500,-2.7500,-2.2500,-1.5000,-9.5000,8,-8.7500,4.0000,25,1.0000,0.7500,3.0000,5.0000,-4.5000,5.0000,-4.5000,6.0000,-5.7500,8.0000,-9.0000,,-2.7500
2011-07-19,2011,1,2371.7500,1.1250,9.2500,9.2500,9.2500,-0.7500,1,2.2500,11.2500,10,9.0000,-4.2500,,,9.2500,,9.2500,,9.2500,,9.2500,,9.2500
2011-07-20,2011,-1,2403.2500,0.5000,8.0000,8.0000,8.0000,-1.7500,2,-0.7500,12.5000,20,1.0000,1.5000,,,8.0000,,8.0000,,8.0000,,8.0000,,8.0000
2011-07-21,2011,-1,2383.2500,1.0000,-11.2500,-11.0000,-6.7500,-12.5000,17,-11.2500,8.5000,4,1.0000,3.5000,15.0000,14.0000,-3.5000,15.0000,-6.7500,15.0000,-6.7500,16.0000,-8.7500,,-11.2500
2011-07-22,2011,1,2403.7500,0.7500,-2.0000,-2.0000,-2.0000,-3.5000,28,-2.0000,8.2500,4,1.0000,1.7500,30.0000,27.0000,-2.0000,,-2.0000,,-2.0000,,-2.0000,,-2.0000
2011-07-25,2011,-1,2404.0000,1.0000,-12.7500,-12.7500,-5.7500,-13.5000,29,-13.0000,0.0000,1,9.0000,5.2500,12.0000,1.0000,-3.0000,3.0000,-5.2500,7.0000,-6.5000,15.0000,-10.5000,28.0000,-12.7500
2011-07-26,2011,1,2426.7500,0.7500,-4.2500,-4.2500,-4.7500,-10.2500,23,-10.0000,4.5000,10,5.0000,3.2500,20.0000,2.0000,-3.5000,2.0000,-3.5000,20.0000,-4.7500,22.0000,-6.5000,23.0000,-10.2500
2011-07-27,2011,-1,2411.7500,0.7500,14.5000,14.2500,14.5000,-0.2500,2,0.5000,16.7500,29,7.0000,-2.2500,,,14.5000,,14.5000,,14.5000,,14.5000,,14.5000
2011-07-28,2011,-1,2364.2500,1.0000,-4.0000,-4.0000,-1.7500,-9.0000,28,-8.5000,7.7500,8,3.0000,-1.0000,15.0000,16.0000,-2.5000,20.0000,-6.0000,20.0000,-6.0000,21.0000,-8.5000,,-4.0000
2011-07-29,2011,1,2350.2500,1.0000,-0.7500,-0.7500,-5.5000,-12.2500,14,-9.7500,5.7500,26,1.0000,3.7500,6.0000,4.0000,-2.7500,6.0000,-5.5000,12.0000,-6.5000,13.0000,-10.0000,,-0.7500
2011-08-01,2011,1,2391.0000,1.0000,-41.5000,-41.5000,-41.5000,-42.0000,30,-41.5000,1.5000,1,,,,2.0000,-4.7500,2.0000,-4.7500,3.0000,-7.5000,8.0000,-11.2500,13.0000,-13.0000
2011-08-02,2011,1,2338.5000,1.1250,9.5000,9.5000,9.5000,-2.2500,1,-2.2500,10.7500,28,7.0000,0.5000,,,9.5000,,9.5000,,9.5000,,9.5000,,9.5000
2011-08-03,2011,-1,2293.5000,0.8750,-4.2500,-4.2500,-0.7500,-10.0000,28,-9.7500,9.0000,16,6.0000,0.7500,22.0000,1.0000,-2.2500,25.0000,-3.5000,26.0000,-5.7500,28.0000,-9.5000,,-4.2500
2011-08-04,2011,-1,2277.7500,3.0000,1.2500,1.2500,1.2500,-4.2500,10,-3.2500,11.7500,19,17.0000,0.0000,,,1.2500,,1.2500,,1.2500,,1.2500,,1.2500
2011-08-05,2011,1,2234.2500,2.3750,-55.7500,-55.5000,-55.7500,-65.5000,28,-59.5000,4.7500,3,,,,5.0000,-6.7500,9.0000,-12.2500,10.0000,-17.0000,11.0000,-20.5000,17.0000,-29.0000
2011-08-08,2011,-1,2131.2500,2.1250,-7.7500,-8.0000,-7.7500,-30.5000,11,-27.7500,0.2500,1,13.0000,25.5000,,1.0000,-5.5000,2.0000,-13.2500,2.0000,-13.2500,5.0000,-22.0000,8.0000,-25.7500
2011-08-09,2011,1,2082.0000,2.6250,26.5000,26.2500,0.7500,-20.2500,12,-17.7500,32.7500,30,4.0000,-0.7500,7.0000,9.0000,-6.2500,10.0000,-12.0000,12.0000,-17.2500,,26.5000,,26.5000
2011-08-10,2011,-1,2101.5000,3.3750,10.0000,10.0000,3.7500,-12.2500,16,-10.0000,12.5000,29,3.0000,-4.7500,4.0000,13.0000,-7.2500,,10.0000,,10.0000,,10.0000,,10.0000
2011-08-11,2011,1,2102.0000,5.2500,6.5000,6.5000,-4.0000,-14.0000,24,-13.2500,16.5000,4,15.0000,1.5000,17.0000,23.0000,-13.2500,,6.5000,,6.5000,,6.5000,,6.5000
2011-08-12,2011,1,2177.2500,1.6250,-21.7500,-21.7500,-12.0000,-23.7500,24,-23.2500,3.0000,2,14.0000,10.5000,22.0000,4.0000,-4.5000,5.0000,-9.7500,6.0000,-11.7500,23.0000,-17.2500,24.0000,-23.5000
2011-08-15,2011,1,2189.5000,1.0000,10.5000,10.5000,10.5000,0.0000,1,1.5000,16.0000,12,2.0000,-0.5000,,,10.5000,,10.5000,,10.5000,,10.5000,,10.5000
2011-08-16,2011,1,2188.2500,1.3750,4.5000,4.2500,-0.7500,-5.5000,19,-4.7500,7.5000,5,4.0000,-1.2500,13.0000,19.0000,-4.7500,,4.5000,,4.5000,,4.5000,,4.5000
2011-08-17,2011,-1,2192.7500,1.0000,-18.5000,-18.5000,-18.5000,-21.2500,21,-20.2500,1.0000,1,26.0000,19.7500,,3.0000,-2.2500,5.0000,-5.2500,13.0000,-7.2500,14.0000,-11.0000,16.0000,-13.2500
2011-08-18,2011,-1,2112.5000,2.2500,37.5000,37.5000,37.5000,-1.5000,1,-0.2500,39.5000,30,1.0000,2.5000,,,37.5000,,37.5000,,37.5000,,37.5000,,37.5000
2011-08-19,2011,1,2062.5000,1.2500,20.5000,20.2500,20.5000,-3.0000,1,-2.2500,21.7500,30,1.0000,4.5000,,,20.5000,,20.5000,,20.5000,,20.5000,,20.5000
2011-08-22,2011,-1,2080.7500,1.0000,12.0000,12.0000,12.0000,-0.7500,1,0.7500,15.0000,24,3.0000,-1.5000,,,12.0000,,12.0000,,12.0000,,12.0000,,12.0000
2011-08-23,2011,-1,2053.2500,1.5000,-21.7500,-21.5000,-5.2500,-21.7500,30,-21.5000,5.2500,8,1.0000,3.7500,4.0000,4.0000,-5.2500,17.0000,-11.7500,17.0000,-11.7500,21.0000,-13.2500,30.0000,-21.7500
2011-08-24,2011,-1,2120.7500,1.2500,-22.5000,-22.7500,-2.7500,-24.0000,30,-22.7500,3.2500,8,8.0000,0.5000,10.0000,1.0000,-4.2500,12.0000,-5.2500,16.0000,-8.0000,22.0000,-13.2500,26.0000,-19.0000
2011-08-25,2011,1,2150.5000,2.7500,-23.2500,-23.5000,-4.5000,-24.5000,30,-23.5000,1.5000,1,1.0000,3.0000,4.0000,7.0000,-8.2500,20.0000,-14.0000,28.0000,-19.5000,30.0000,-23.2500,,-23.2500
2011-08-26,2011,1,2105.0000,1.7500,-9.7500,-10.0000,1.2500,-18.2500,29,-13.0000,6.2500,3,3.0000,-2.0000,4.0000,7.0000,-4.5000,11.0000,-7.2500,28.0000,-12.7500,,-9.7500,,-9.7500
2011-08-29,2011,1,2191.5000,1.0000,6.7500,6.5000,6.7500,-1.0000,1,1.2500,13.2500,20,1.0000,1.7500,,,6.7500,,6.7500,,6.7500,,6.7500,,6.7500
2011-08-30,2011,1,2213.2500,1.1250,-5.0000,-5.0000,-1.5000,-6.5000,30,-5.0000,11.0000,14,2.0000,-0.7500,28.0000,29.0000,-3.0000,30.0000,-5.0000,,-5.0000,,-5.0000,,-5.0000
2011-08-31,2011,1,2253.2500,0.8750,5.7500,5.7500,-3.2500,-9.7500,9,-8.5000,9.2500,28,1.0000,2.0000,4.0000,4.0000,-3.2500,6.0000,-4.5000,8.0000,-8.5000,8.0000,-8.5000,,5.7500
2011-09-01,2011,-1,2244.0000,1.0000,-16.7500,-17.0000,-16.5000,-18.5000,29,-17.0000,6.2500,22,8.0000,5.0000,28.0000,4.0000,-3.2500,5.0000,-6.5000,5.0000,-6.5000,28.0000,-16.5000,28.0000,-16.5000
2011-09-02,2011,1,2186.2500,1.6250,-3.7500,-3.7500,-3.7500,-15.7500,9,-14.7500,0.0000,1,16.0000,10.5000,,2.0000,-4.7500,4.0000,-8.2500,5.0000,-10.5000,8.0000,-14.7500,,-3.7500
2011-09-06,2011,-1,2122.0000,1.8750,-8.0000,-7.7500,-3.7500,-13.7500,28,-10.7500,3.5000,1,5.0000,0.0000,6.0000,12.0000,-5.0000,28.0000,-10.5000,,-8.0000,,-8.0000,,-8.0000
2011-09-07,2011,-1,2193.7500,1.2500,-5.5000,-5.7500,-6.7500,-10.2500,13,-9.7500,1.5000,3,20.0000,6.0000,27.0000,1.0000,-3.5000,9.0000,-6.2500,12.0000,-9.7500,,-5.5000,,-5.5000
2011-09-09,2011,-1,2185.5000,1.7500,-4.5000,-4.7500,-4.5000,-7.2500,29,-6.5000,6.5000,10,1.0000,7.2500,,2.0000,-5.0000,,-4.5000,,-4.5000,,-4.5000,,-4.5000
2011-09-12,2011,1,2142.7500,1.2500,22.7500,23.0000,22.7500,-1.0000,1,-0.2500,27.5000,26,7.0000,-1.7500,,,22.7500,,22.7500,,22.7500,,22.7500,,22.7500
2011-09-13,2011,1,2193.2500,2.0000,7.2500,7.5000,-2.7500,-9.0000,13,-7.2500,10.0000,28,1.0000,0.7500,3.0000,6.0000,-4.5000,,7.2500,,7.2500,,7.2500,,7.2500
2011-09-14,2011,1,2232.0000,1.2500,-7.0000,-7.2500,-7.0000,-10.0000,10,-8.7500,3.0000,3,12.0000,7.0000,30.0000,4.0000,-5.0000,5.0000,-6.5000,10.0000,-8.7500,,-7.0000,,-7.0000
2011-09-15,2011,-1,2265.5000,3.0000,-3.0000,-3.0000,-4.5000,-6.0000,29,-4.2500,9.7500,9,1.0000,2.0000,29.0000,,-3.0000,,-3.0000,,-3.0000,,-3.0000,,-3.0000
2011-09-16,2011,1,2290.7500,1.2500,0.7500,0.5000,1.5000,-2.2500,6,-2.0000,8.2500,22,17.0000,-1.7500,27.0000,,0.7500,,0.7500,,0.7500,,0.7500,,0.7500
2011-09-19,2011,1,2272.2500,1.5000,-12.5000,-12.5000,-5.0000,-18.0000,28,-16.7500,1.5000,1,1.0000,3.7500,6.0000,2.0000,-3.7500,8.0000,-6.7500,14.0000,-9.2500,18.0000,-13.2500,,-12.5000
2011-09-20,2011,-1,2314.0000,2.0000,2.5000,2.5000,2.5000,-1.5000,2,-0.5000,15.7500,12,3.0000,-1.2500,,,2.5000,,2.5000,,2.5000,,2.5000,,2.5000
2011-09-21,2011,1,2309.0000,1.2500,-2.2500,-2.2500,-4.5000,-8.7500,20,-8.0000,6.5000,3,1.0000,3.5000,9.0000,9.0000,-4.5000,18.0000,-5.2500,20.0000,-7.7500,,-2.2500,,-2.2500
2011-09-22,2011,1,2196.5000,2.0000,-10.0000,-10.0000,1.7500,-21.2500,25,-20.2500,8.0000,8,7.0000,-3.0000,9.0000,16.0000,-5.0000,17.0000,-11.0000,18.0000,-12.2500,24.0000,-16.5000,,-10.0000
2011-09-23,2011,-1,2159.5000,3.0000,-24.0000,-24.2500,-17.7500,-28.5000,24,-27.5000,0.0000,1,17.0000,17.2500,19.0000,1.0000,-6.7500,2.0000,-12.7500,14.0000,-19.0000,22.0000,-24.5000,,-24.0000
2011-09-26,2011,-1,2209.5000,2.1250,24.2500,24.5000,24.2500,-0.7500,1,1.7500,29.2500,29,1.0000,2.7500,,,24.2500,,24.2500,,24.2500,,24.2500,,24.2500
2011-09-27,2011,-1,2257.5000,1.5000,-2.0000,-2.2500,-7.2500,-10.7500,28,-7.2500,8.0000,12,1.0000,4.7500,19.0000,19.0000,-7.2500,19.0000,-7.2500,,-2.0000,,-2.0000,,-2.0000
2011-09-28,2011,1,2260.5000,1.5000,6.7500,6.7500,6.7500,-4.5000,6,-3.7500,15.2500,22,,,,3.0000,-4.0000,,6.7500,,6.7500,,6.7500,,6.7500
2011-09-29,2011,-1,2250.0000,1.7500,12.5000,12.7500,-2.2500,-4.2500,17,-2.0000,14.5000,30,2.0000,-0.7500,3.0000,,12.5000,,12.5000,,12.5000,,12.5000,,12.5000
2011-09-30,2011,-1,2154.7500,1.2500,-0.7500,-0.5000,-5.2500,-11.0000,11,-8.5000,7.5000,16,15.0000,4.5000,23.0000,10.0000,-8.0000,10.0000,-8.0000,10.0000,-8.0000,,-0.7500,,-0.7500
2011-10-03,2011,1,2119.2500,1.5000,6.0000,6.0000,-0.7500,-14.2500,23,-13.5000,9.2500,30,9.0000,0.0000,16.0000,2.0000,-3.2500,20.0000,-9.2500,21.0000,-12.0000,22.0000,-13.5000,,6.0000
2011-10-04,2011,1,2060.2500,1.7500,-9.2500,-9.5000,-1.5000,-16.2500,24,-14.0000,5.7500,5,5.0000,-1.0000,7.0000,11.0000,-5.5000,20.0000,-8.5000,24.0000,-14.0000,,-9.2500,,-9.2500
2011-10-05,2011,-1,2105.0000,1.1250,-13.7500,-13.7500,-0.7500,-15.7500,29,-14.5000,5.7500,21,1.0000,0.5000,2.0000,7.0000,-4.2500,9.0000,-5.7500,10.0000,-7.5000,28.0000,-10.7500,29.0000,-14.2500
2011-10-06,2011,1,2177.5000,2.6250,-4.7500,-4.7500,-5.0000,-14.5000,20,-13.0000,4.2500,3,1.0000,2.7500,5.0000,14.0000,-5.5000,18.0000,-12.5000,,-4.7500,,-4.7500,,-4.7500
2011-10-07,2011,-1,2211.5000,1.7500,5.2500,5.2500,6.0000,-0.2500,1,0.2500,12.5000,8,8.0000,-7.0000,10.0000,,5.2500,,5.2500,,5.2500,,5.2500,,5.2500
2011-10-10,2011,1,2238.0000,0.8750,12.2500,12.5000,12.2500,-6.0000,4,-5.0000,14.5000,29,6.0000,4.2500,,2.0000,-2.7500,3.0000,-4.7500,,12.2500,,12.2500,,12.2500
2011-10-11,2011,1,2271.0000,1.2500,2.2500,2.7500,2.2500,-4.5000,3,-2.2500,10.0000,19,16.0000,-2.0000,,,2.2500,,2.2500,,2.2500,,2.2500,,2.2500
2011-10-12,2011,-1,2308.7500,1.2500,-0.7500,-0.7500,-4.0000,-8.2500,22,-7.7500,2.2500,3,15.0000,3.7500,19.0000,9.0000,-3.5000,10.0000,-5.7500,22.0000,-8.0000,,-0.7500,,-0.7500
2011-10-13,2011,1,2298.7500,1.0000,0.0000,-0.2500,0.7500,-3.2500,5,-2.0000,6.5000,17,14.0000,-2.2500,19.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000
2011-10-14,2011,1,2355.2500,1.0000,-0.7500,-1.0000,-1.0000,-3.0000,29,-2.5000,5.2500,26,3.0000,-2.5000,4.0000,29.0000,-2.5000,,-0.7500,,-0.7500,,-0.7500,,-0.7500
2011-10-17,2011,1,2355.0000,1.2500,-2.0000,-1.7500,-2.5000,-4.0000,28,-3.0000,7.7500,15,4.0000,0.7500,23.0000,23.0000,-2.5000,,-2.0000,,-2.0000,,-2.0000,,-2.0000
2011-10-18,2011,-1,2329.5000,1.3750,20.5000,20.5000,0.0000,-2.5000,7,-1.5000,21.7500,30,2.0000,-0.5000,4.0000,,20.5000,,20.5000,,20.5000,,20.5000,,20.5000
2011-10-19,2011,1,2349.2500,1.2500,-14.5000,-14.2500,-14.5000,-15.5000,30,-14.2500,2.5000,6,,,,10.0000,-4.7500,11.0000,-5.0000,14.0000,-7.7500,29.0000,-12.0000,,-14.5000
2011-10-20,2011,-1,2308.2500,2.3750,3.7500,4.0000,-3.0000,-5.2500,29,-4.5000,12.7500,10,1.0000,2.0000,14.0000,,3.7500,,3.7500,,3.7500,,3.7500,,3.7500
2011-10-21,2011,-1,2325.5000,1.2500,-5.0000,-5.0000,-0.2500,-12.5000,24,-9.5000,4.2500,2,3.0000,-1.0000,14.0000,15.0000,-3.5000,18.0000,-5.5000,24.0000,-9.2500,,-5.0000,,-5.0000
2011-10-24,2011,1,2344.0000,0.7500,3.5000,3.2500,3.5000,-2.7500,3,-2.0000,12.5000,18,1.0000,5.7500,,2.0000,-2.0000,,3.5000,,3.5000,,3.5000,,3.5000
2011-10-25,2011,-1,2365.7500,1.5000,4.2500,4.2500,4.2500,-2.2500,1,-1.2500,15.5000,5,3.0000,0.0000,,,4.2500,,4.2500,,4.2500,,4.2500,,4.2500
2011-10-26,2011,1,2349.2500,1.5000,-14.2500,-14.5000,-14.2500,-14.7500,30,-14.5000,1.0000,1,,,,4.0000,-3.5000,5.0000,-6.2500,16.0000,-9.7500,30.0000,-14.2500,,-14.2500
2011-10-27,2011,-1,2383.0000,1.5000,9.5000,9.2500,9.5000,-2.7500,9,-0.5000,10.0000,30,1.0000,3.2500,,,9.5000,,9.5000,,9.5000,,9.5000,,9.5000
2011-10-28,2011,1,2387.7500,1.0000,3.7500,3.7500,-2.2500,-6.0000,24,-5.5000,8.2500,6,1.0000,1.0000,15.0000,15.0000,-2.2500,24.0000,-5.7500,,3.7500,,3.7500,,3.7500
2011-10-31,2011,-1,2372.5000,1.0000,3.5000,3.7500,3.5000,-0.2500,1,2.5000,8.0000,14,1.0000,0.5000,,,3.5000,,3.5000,,3.5000,,3.5000,,3.5000
2011-11-01,2011,-1,2297.5000,1.7500,-9.0000,-8.7500,-7.5000,-10.7500,16,-10.0000,7.2500,28,12.0000,6.7500,15.0000,4.0000,-5.0000,9.0000,-9.2500,,-9.0000,,-9.0000,,-9.0000
2011-11-02,2011,1,2319.0000,1.2500,-12.2500,-12.2500,-12.5000,-14.5000,26,-14.0000,0.2500,1,22.0000,11.0000,25.0000,4.0000,-3.0000,7.0000,-6.5000,15.0000,-8.2500,18.0000,-10.5000,,-12.2500
2011-11-03,2011,1,2333.0000,1.8750,-16.5000,-16.0000,-16.5000,-20.5000,29,-17.5000,2.2500,1,,,,6.0000,-4.5000,16.0000,-8.2500,19.0000,-12.0000,28.0000,-15.2500,,-16.5000
2011-11-04,2011,1,2355.2500,1.7500,-15.0000,-15.0000,-5.7500,-16.5000,27,-15.2500,0.2500,7,5.0000,4.0000,9.0000,1.0000,-4.0000,20.0000,-7.2500,25.0000,-14.5000,25.0000,-14.5000,,-15.0000
2011-11-07,2011,1,2351.2500,1.3750,2.2500,2.5000,0.0000,-3.2500,1,-1.0000,11.0000,23,4.0000,-2.2500,10.0000,,2.2500,,2.2500,,2.2500,,2.2500,,2.2500
2011-11-08,2011,-1,2385.0000,1.0000,-8.0000,-7.7500,-6.0000,-9.7500,28,-9.2500,3.5000,3,17.0000,3.7500,24.0000,11.0000,-3.5000,13.0000,-4.7500,25.0000,-7.0000,27.0000,-9.0000,,-8.0000
2011-11-09,2011,-1,2345.2500,1.7500,7.5000,7.2500,1.2500,-3.5000,4,-2.2500,13.7500,23,14.0000,-1.0000,17.0000,,7.5000,,7.5000,,7.5000,,7.5000,,7.5000
2011-11-10,2011,-1,2333.0000,1.2500,23.0000,23.0000,23.0000,-1.0000,1,2.2500,26.0000,29,2.0000,-0.5000,,,23.0000,,23.0000,,23.0000,,23.0000,,23.0000
2011-11-11,2011,1,2336.7500,1.0000,1.2500,1.5000,-4.7500,-10.0000,19,-9.2500,2.2500,30,1.0000,1.7500,2.0000,2.0000,-4.7500,2.0000,-4.7500,18.0000,-9.2500,18.0000,-9.2500,,1.2500
2011-11-14,2011,-1,2345.7500,1.2500,-5.2500,-5.0000,-5.2500,-6.2500,9,-5.2500,6.5000,18,12.0000,4.2500,30.0000,4.0000,-3.5000,9.0000,-5.0000,,-5.2500,,-5.2500,,-5.2500
2011-11-15,2011,1,2332.5000,1.0000,10.7500,10.7500,10.7500,-3.5000,2,-2.7500,16.7500,16,5.0000,-0.2500,,1.0000,-2.7500,,10.7500,,10.7500,,10.7500,,10.7500
2011-11-16,2011,-1,2342.5000,1.2500,-7.5000,-7.2500,-8.5000,-14.2500,24,-14.0000,1.7500,3,15.0000,7.5000,16.0000,3.0000,-3.7500,6.0000,-6.7500,9.0000,-8.7500,13.0000,-10.5000,,-7.5000
2011-11-17,2011,-1,2314.7500,1.7500,8.2500,8.2500,8.2500,-1.7500,1,1.0000,14.5000,17,2.0000,-0.5000,,,8.2500,,8.2500,,8.2500,,8.2500,,8.2500
2011-11-18,2011,-1,2267.0000,1.2500,5.7500,6.0000,5.7500,-2.0000,4,-0.5000,8.5000,16,1.0000,1.0000,,,5.7500,,5.7500,,5.7500,,5.7500,,5.7500
2011-11-21,2011,1,2225.0000,1.2500,-20.7500,-20.7500,-20.7500,-24.7500,29,-21.5000,0.0000,1,,,,1.0000,-3.5000,2.0000,-6.0000,4.0000,-8.2500,6.0000,-13.0000,10.0000,-15.2500
2011-11-22,2011,-1,2203.2500,0.8750,-10.7500,-10.7500,-6.2500,-16.5000,14,-16.2500,1.5000,1,1.0000,1.0000,2.0000,2.0000,-6.2500,2.0000,-6.2500,2.0000,-6.2500,5.0000,-9.7500,7.0000,-12.5000
2011-11-23,2011,-1,2196.2500,1.5000,10.0000,9.7500,10.0000,-6.7500,4,-5.5000,13.0000,29,10.0000,2.7500,,1.0000,-4.2500,,10.0000,,10.0000,,10.0000,,10.0000
2011-11-25,2011,1,2162.0000,1.5000,14.0000,13.5000,14.0000,0.0000,1,3.0000,20.5000,12,3.0000,-3.0000,,,14.0000,,14.0000,,14.0000,,14.0000,,14.0000
2011-11-28,2011,1,2209.5000,1.0000,11.5000,11.7500,11.5000,-3.2500,3,-2.7500,13.7500,24,6.0000,1.2500,,3.0000,-3.0000,,11.5000,,11.5000,,11.5000,,11.5000
2011-11-29,2011,-1,2218.2500,1.5000,-14.0000,-14.5000,-14.0000,-19.5000,29,-17.2500,2.0000,1,,,,4.0000,-3.2500,9.0000,-6.7500,17.0000,-9.5000,21.0000,-12.7500,,-14.0000
2011-11-30,2011,-1,2269.5000,1.3750,-8.0000,-8.0000,-8.0000,-9.0000,30,-8.0000,5.5000,6,,,,12.0000,-3.7500,28.0000,-7.2500,,-8.0000,,-8.0000,,-8.0000
2011-12-01,2011,1,2294.5000,1.0000,15.5000,15.5000,15.5000,-2.2500,5,-2.0000,19.0000,30,9.0000,0.5000,,,15.5000,,15.5000,,15.5000,,15.5000,,15.5000
2011-12-02,2011,-1,2324.2500,1.2500,-4.0000,-4.0000,-1.0000,-5.5000,30,-4.0000,6.5000,20,6.0000,0.0000,24.0000,29.0000,-2.7500,,-4.0000,,-4.0000,,-4.0000,,-4.0000
