date,v1,h30,h120,delay1
2007-06-11,0.0,0.0,0.0,0.0
2007-06-12,0.0,0.0,0.0,0.0
2007-06-13,0.0,0.0,0.0,0.0
2007-06-14,0.0,0.0,0.0,0.0
2007-06-15,0.0,0.0,0.0,0.0
2007-06-18,,,,
2007-06-19,,,,
2007-06-20,0.0,0.0,0.0,0.0
2007-06-21,0.0,0.0,0.0,0.0
2007-06-22,0.0,0.0,0.0,0.0
2007-06-25,0.0,0.0,0.0,0.0
2007-06-26,0.0,0.0,0.0,0.0
2007-06-27,0.0,0.0,0.0,0.0
2007-06-28,0.0,0.0,0.0,0.0
2007-06-29,0.0,0.0,0.0,0.0
2007-07-02,0.0,0.0,0.0,0.0
2007-07-03,0.0,0.0,0.0,0.0
2007-07-05,0.0,0.0,0.0,0.0
2007-07-06,0.0,0.0,0.0,0.0
2007-07-09,0.0,0.0,0.0,0.0
2007-07-10,-100.0,-100.0,-100.0,-95.0
2007-07-11,10.0,10.0,10.0,0.0
2007-07-12,0.0,0.0,0.0,0.0
2007-07-13,0.0,0.0,0.0,0.0
2007-07-16,0.0,0.0,0.0,0.0
2007-07-17,0.0,0.0,0.0,0.0
2007-07-18,0.0,0.0,0.0,0.0
2007-07-19,0.0,0.0,0.0,0.0
2007-07-20,0.0,0.0,0.0,0.0
2007-07-23,0.0,0.0,0.0,0.0
2007-07-24,0.0,0.0,0.0,0.0
2007-07-25,0.0,0.0,0.0,0.0
2007-07-26,0.0,0.0,0.0,0.0
2007-07-27,0.0,0.0,0.0,0.0
2007-07-30,0.0,0.0,0.0,0.0
2007-07-31,0.0,0.0,0.0,0.0
2007-08-01,0.0,0.0,0.0,0.0
2007-08-02,0.0,0.0,0.0,0.0
2007-08-03,0.0,0.0,0.0,0.0
2007-08-06,0.0,0.0,0.0,0.0
2007-08-07,0.0,0.0,0.0,0.0
2007-08-08,0.0,0.0,0.0,0.0
2007-08-09,365.0,145.0,365.0,355.0
2007-08-10,0.0,0.0,0.0,0.0
2007-08-13,0.0,0.0,0.0,0.0
2007-08-14,0.0,0.0,0.0,0.0
2007-08-15,0.0,0.0,0.0,0.0
2007-08-16,0.0,0.0,0.0,0.0
2007-08-17,0.0,0.0,0.0,0.0
2007-08-20,0.0,0.0,0.0,0.0
2007-08-21,0.0,0.0,0.0,0.0
2007-08-22,0.0,0.0,0.0,0.0
2007-08-23,55.0,55.0,55.0,0.0
2007-08-24,0.0,0.0,0.0,0.0
2007-08-27,0.0,0.0,0.0,0.0
2007-08-28,0.0,0.0,0.0,0.0
2007-08-29,0.0,0.0,0.0,0.0
2007-08-30,0.0,0.0,0.0,0.0
2007-08-31,-80.0,-55.0,-20.0,0.0
2007-09-04,0.0,0.0,0.0,0.0
2007-09-05,0.0,0.0,0.0,0.0
2007-09-06,0.0,0.0,0.0,0.0
2007-09-07,0.0,0.0,0.0,0.0
2007-09-10,270.0,195.0,270.0,265.0
2007-09-11,0.0,0.0,0.0,0.0
2007-09-12,0.0,0.0,0.0,0.0
2007-09-13,0.0,0.0,0.0,0.0
2007-09-14,140.0,140.0,140.0,155.0
2007-09-17,0.0,0.0,0.0,0.0
2007-09-18,0.0,0.0,0.0,0.0
2007-09-19,,,,
2007-09-20,0.0,0.0,0.0,0.0
2007-09-21,0.0,0.0,0.0,0.0
2007-09-24,0.0,0.0,0.0,0.0
2007-09-25,0.0,0.0,0.0,0.0
2007-09-26,0.0,0.0,0.0,0.0
2007-09-27,35.0,65.0,35.0,0.0
2007-09-28,0.0,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0,0.0
2007-10-02,0.0,0.0,0.0,0.0
2007-10-03,0.0,0.0,0.0,0.0
2007-10-04,0.0,0.0,0.0,0.0
2007-10-05,0.0,0.0,0.0,0.0
2007-10-08,0.0,0.0,0.0,0.0
2007-10-09,0.0,0.0,0.0,0.0
2007-10-10,0.0,0.0,0.0,0.0
2007-10-11,0.0,0.0,0.0,0.0
2007-10-12,0.0,0.0,0.0,0.0
2007-10-15,0.0,0.0,0.0,0.0
2007-10-16,0.0,0.0,0.0,0.0
2007-10-17,0.0,0.0,0.0,0.0
2007-10-18,0.0,0.0,0.0,0.0
2007-10-19,0.0,0.0,0.0,0.0
2007-10-22,0.0,0.0,0.0,0.0
2007-10-23,0.0,0.0,0.0,0.0
2007-10-24,0.0,0.0,0.0,0.0
2007-10-25,0.0,0.0,0.0,0.0
2007-10-26,80.0,225.0,225.0,70.0
2007-10-29,,,,
2007-10-30,0.0,0.0,0.0,0.0
2007-10-31,0.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,0.0
2007-11-02,0.0,0.0,0.0,0.0
2007-11-05,0.0,0.0,0.0,0.0
2007-11-06,0.0,0.0,0.0,0.0
2007-11-07,0.0,0.0,0.0,0.0
2007-11-08,-185.0,-185.0,-185.0,0.0
2007-11-09,0.0,0.0,0.0,0.0
2007-11-12,0.0,0.0,0.0,0.0
2007-11-13,0.0,0.0,0.0,0.0
2007-11-14,0.0,0.0,0.0,0.0
2007-11-15,0.0,0.0,0.0,0.0
2007-11-16,0.0,0.0,0.0,0.0
2007-11-19,0.0,0.0,0.0,0.0
2007-11-20,0.0,0.0,0.0,0.0
2007-11-21,0.0,0.0,0.0,0.0
2007-11-23,0.0,0.0,0.0,0.0
2007-11-26,0.0,0.0,0.0,0.0
2007-11-27,0.0,0.0,0.0,0.0
2007-11-28,0.0,0.0,0.0,0.0
2007-11-29,0.0,0.0,0.0,0.0
2007-11-30,0.0,0.0,0.0,0.0
2007-12-03,0.0,0.0,0.0,0.0
2007-12-04,0.0,0.0,0.0,0.0
2007-12-05,0.0,0.0,0.0,0.0
2007-12-06,0.0,0.0,0.0,0.0
2007-12-07,0.0,0.0,0.0,0.0
2007-12-10,0.0,0.0,0.0,0.0
2007-12-11,0.0,0.0,0.0,0.0
2007-12-12,0.0,0.0,0.0,0.0
2007-12-13,0.0,0.0,0.0,0.0
2007-12-14,0.0,0.0,0.0,0.0
2007-12-17,-170.0,-170.0,-170.0,0.0
2007-12-18,0.0,0.0,0.0,0.0
2007-12-19,0.0,0.0,0.0,0.0
2007-12-20,0.0,0.0,0.0,0.0
2007-12-21,0.0,0.0,0.0,0.0
2007-12-24,0.0,0.0,0.0,0.0
2007-12-26,0.0,0.0,0.0,0.0
2007-12-27,0.0,0.0,0.0,0.0
2007-12-28,0.0,0.0,0.0,0.0
2007-12-31,0.0,0.0,0.0,0.0
2008-01-02,0.0,0.0,0.0,0.0
2008-01-03,0.0,0.0,0.0,0.0
2008-01-04,0.0,0.0,0.0,0.0
2008-01-07,0.0,0.0,0.0,0.0
2008-01-08,0.0,0.0,0.0,0.0
2008-01-09,0.0,0.0,0.0,0.0
2008-01-10,0.0,0.0,0.0,0.0
2008-01-11,0.0,0.0,0.0,0.0
2008-01-14,0.0,0.0,0.0,0.0
2008-01-15,0.0,0.0,0.0,0.0
2008-01-16,,,,
2008-01-17,0.0,0.0,0.0,0.0
2008-01-18,0.0,0.0,0.0,0.0
2008-01-22,0.0,0.0,0.0,0.0
2008-01-23,215.0,115.0,-280.0,185.0
2008-01-24,0.0,0.0,0.0,0.0
2008-01-25,0.0,0.0,0.0,0.0
2008-01-28,0.0,0.0,0.0,0.0
2008-01-29,65.0,65.0,65.0,35.0
2008-01-30,0.0,0.0,0.0,0.0
2008-01-31,0.0,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,0.0
2008-02-04,0.0,0.0,0.0,0.0
2008-02-05,0.0,0.0,0.0,0.0
2008-02-06,0.0,0.0,0.0,0.0
2008-02-07,0.0,0.0,0.0,0.0
2008-02-08,0.0,0.0,0.0,0.0
2008-02-11,0.0,0.0,0.0,0.0
2008-02-12,,,,
2008-02-13,0.0,0.0,0.0,0.0
2008-02-14,0.0,0.0,0.0,0.0
2008-02-15,0.0,0.0,0.0,0.0
2008-02-19,0.0,0.0,0.0,0.0
2008-02-20,0.0,0.0,0.0,0.0
2008-02-21,0.0,0.0,0.0,0.0
2008-02-22,0.0,0.0,0.0,0.0
2008-02-25,0.0,0.0,0.0,0.0
2008-02-26,0.0,0.0,0.0,0.0
2008-02-27,0.0,0.0,0.0,0.0
2008-02-28,0.0,0.0,0.0,0.0
2008-02-29,0.0,0.0,0.0,0.0
2008-03-03,0.0,0.0,0.0,0.0
2008-03-04,0.0,0.0,0.0,0.0
2008-03-05,0.0,0.0,0.0,0.0
2008-03-06,0.0,0.0,0.0,0.0
2008-03-07,30.0,30.0,30.0,45.0
2008-03-10,0.0,0.0,0.0,0.0
2008-03-11,0.0,0.0,0.0,0.0
2008-03-12,0.0,0.0,0.0,0.0
2008-03-13,0.0,0.0,0.0,0.0
2008-03-14,0.0,0.0,0.0,0.0
2008-03-17,130.0,-130.0,-210.0,0.0
2008-03-18,0.0,0.0,0.0,0.0
2008-03-19,0.0,0.0,0.0,0.0
2008-03-20,0.0,0.0,0.0,0.0
2008-03-24,0.0,0.0,0.0,0.0
2008-03-25,0.0,0.0,0.0,0.0
2008-03-26,0.0,0.0,0.0,0.0
2008-03-27,0.0,0.0,0.0,0.0
2008-03-28,0.0,0.0,0.0,0.0
2008-03-31,0.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,0.0
2008-04-02,0.0,0.0,0.0,0.0
2008-04-03,0.0,0.0,0.0,0.0
2008-04-04,0.0,0.0,0.0,0.0
2008-04-07,0.0,0.0,0.0,0.0
2008-04-08,0.0,0.0,0.0,0.0
2008-04-09,0.0,0.0,0.0,0.0
2008-04-10,0.0,0.0,0.0,0.0
2008-04-11,0.0,0.0,0.0,0.0
2008-04-14,0.0,0.0,0.0,0.0
2008-04-15,0.0,0.0,0.0,0.0
2008-04-16,0.0,0.0,0.0,0.0
2008-04-17,0.0,0.0,0.0,0.0
2008-04-18,0.0,0.0,0.0,0.0
2008-04-21,0.0,0.0,0.0,0.0
2008-04-22,0.0,0.0,0.0,0.0
2008-04-23,0.0,0.0,0.0,0.0
2008-04-24,0.0,0.0,0.0,0.0
2008-04-25,0.0,0.0,0.0,0.0
2008-04-28,0.0,0.0,0.0,0.0
2008-04-29,,,,
2008-04-30,0.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,0.0
2008-05-02,0.0,0.0,0.0,0.0
2008-05-05,0.0,0.0,0.0,0.0
2008-05-06,0.0,0.0,0.0,0.0
2008-05-07,0.0,0.0,0.0,0.0
2008-05-08,0.0,0.0,0.0,0.0
2008-05-09,155.0,40.0,275.0,0.0
2008-05-12,0.0,0.0,0.0,0.0
2008-05-13,0.0,0.0,0.0,0.0
2008-05-14,0.0,0.0,0.0,0.0
2008-05-15,0.0,0.0,0.0,0.0
2008-05-16,15.0,15.0,15.0,0.0
2008-05-19,0.0,0.0,0.0,0.0
2008-05-20,0.0,0.0,0.0,0.0
2008-05-21,0.0,0.0,0.0,0.0
2008-05-22,0.0,0.0,0.0,0.0
2008-05-23,0.0,0.0,0.0,0.0
2008-05-27,0.0,0.0,0.0,0.0
2008-05-28,0.0,0.0,0.0,0.0
2008-05-29,0.0,0.0,0.0,0.0
2008-05-30,0.0,0.0,0.0,0.0
2008-06-02,0.0,0.0,0.0,0.0
2008-06-03,0.0,0.0,0.0,0.0
2008-06-04,0.0,0.0,0.0,0.0
2008-06-05,0.0,0.0,0.0,0.0
2008-06-06,0.0,0.0,0.0,0.0
2008-06-09,0.0,0.0,0.0,0.0
2008-06-10,0.0,0.0,0.0,0.0
2008-06-11,0.0,0.0,0.0,0.0
2008-06-12,0.0,0.0,0.0,0.0
2008-06-13,0.0,0.0,0.0,0.0
2008-06-16,0.0,0.0,0.0,0.0
2008-06-17,0.0,0.0,0.0,0.0
2008-06-18,0.0,0.0,0.0,0.0
2008-06-19,0.0,0.0,0.0,0.0
2008-06-20,0.0,0.0,0.0,0.0
2008-06-23,0.0,0.0,0.0,0.0
2008-06-24,0.0,0.0,0.0,0.0
2008-06-25,0.0,0.0,0.0,0.0
2008-06-26,0.0,0.0,0.0,0.0
2008-06-27,0.0,0.0,0.0,0.0
2008-06-30,0.0,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,0.0
2008-07-02,0.0,0.0,0.0,0.0
2008-07-03,0.0,0.0,0.0,0.0
2008-07-07,0.0,0.0,0.0,0.0
2008-07-08,0.0,0.0,0.0,0.0
2008-07-09,0.0,0.0,0.0,0.0
2008-07-10,0.0,0.0,0.0,0.0
2008-07-11,0.0,0.0,0.0,0.0
2008-07-14,0.0,0.0,0.0,0.0
2008-07-15,0.0,0.0,0.0,0.0
2008-07-16,0.0,0.0,0.0,0.0
2008-07-17,20.0,20.0,20.0,0.0
2008-07-18,0.0,0.0,0.0,0.0
2008-07-21,0.0,0.0,0.0,0.0
2008-07-22,0.0,0.0,0.0,0.0
2008-07-23,0.0,0.0,0.0,0.0
2008-07-24,0.0,0.0,0.0,0.0
2008-07-25,0.0,0.0,0.0,0.0
2008-07-28,0.0,0.0,0.0,0.0
2008-07-29,0.0,0.0,0.0,0.0
2008-07-30,0.0,0.0,0.0,0.0
2008-07-31,0.0,0.0,0.0,0.0
